1.001763,15.2508,14.02
2.001875,15.25084,14.02
3.006918,15.25087,14.02
4.016773,15.25089,14.02
5.020079,15.25089,14.02
6.022758,15.25089,14.02
7.025815,15.25089,14.02
8.028471,15.25089,14.02
9.030849,15.25089,14.02
10.03339,15.25089,14.02
11.03593,15.25089,14.02
12.03801,15.25089,14.02
13.04062,15.25089,14.02
14.04268,15.25089,14.02
15.04528,15.25089,14.02
16.04761,15.25089,14.02
17.04991,15.25089,14.02
18.0522,15.25089,14.02
19.05469,15.25089,14.02
20.05723,15.25089,14.02
21.05935,15.25089,14.02
22.06199,15.18737,14.05425
23.06436,15.18704,14.0541
24.06722,15.3373,13.78429
25.06894,15.44359,13.6083
26.07132,15.44359,13.6083
27.07407,15.16729,13.18924
28.07596,15.14744,13.15749
29.07765,14.90958,12.21867
30.08032,14.75049,11.27905
31.08303,14.76896,10.87422
32.08584,14.76896,10.87422
33.08844,14.76896,10.87422
34.09067,14.76896,10.87422
35.09319,14.76896,10.87422
36.09566,14.76896,10.87422
37.0982,14.69016,10.82139
38.10046,14.14542,10.00804
39.1027,13.32978,9.71192
40.10523,13.2089,9.646857
41.10758,13.2089,9.646857
42.10973,13.19182,9.103415
43.11238,13.19182,9.103415
44.11477,13.19182,9.103415
45.11702,13.19182,9.103415
46.11967,13.19182,9.103415
47.12199,13.19182,9.103415
48.12442,12.70032,9.160402
49.12673,12.34038,9.665214
50.12856,12.25183,9.976542
51.13097,12.27731,9.976023
51.49335,12.49645,9.695966,Died
51.49335,11.63847,3.697065,Survived
51.49335,5.959497,1.084857,Survived
51.49335,7.521927,2.271236,Survived
51.49335,5.398425,0.5272056,Survived
51.49335,4.827016,1.517087,Survived
51.49335,4.818538,1.502756,Survived
51.49335,4.827748,1.521224,Survived
51.49335,4.889967,1.372501,Survived
51.49335,4.895133,1.335677,Survived
51.49335,4.971363,1.1903,Survived
51.49335,4.978321,1.182256,Survived
51.49335,4.975078,1.157921,Survived
51.49335,5.209586,0.6745666,Survived
51.49335,5.261492,0.5371513,Survived
51.49335,7.539882,2.250674,Survived
51.49335,7.543977,2.242638,Survived
51.49335,7.613762,2.205894,Survived
51.49335,7.649345,2.190276,Survived
51.49335,7.67942,2.152618,Survived
51.49335,7.683147,2.151481,Survived
