1.010339,14.83697,14.2536
2.011998,15.10464,13.49301
3.015701,15.98412,13.39091
4.018574,16.06804,13.22136
5.021097,16.25178,12.74339
6.023332,16.50358,12.31038
7.026194,16.50358,12.31038
8.028419,16.50358,12.31038
9.030448,16.50358,12.31038
10.03301,16.50358,12.31038
11.03573,16.50358,12.31038
12.03797,16.50358,12.31038
13.04034,16.49226,12.3163
14.04246,16.38834,12.40758
15.045,15.75918,12.64248
16.04733,15.17267,12.87167
17.04988,15.15135,12.883
18.05199,14.25702,12.86039
19.05415,14.14986,11.89104
20.05676,14.19324,10.87197
21.05909,14.17046,9.873166
22.06104,14.27554,8.879914
23.06391,14.43616,7.896344
24.06793,14.18945,7.177354
25.06831,14.00539,6.331506
26.07083,13.70651,6.292224
27.07371,13.0366,5.809066
27.8667,12.27965,5.667354,Survived
