1.012614,15.22376,14.19312
2.017425,15.13606,14.49964
3.020897,15.13606,14.49964
4.023695,15.13606,14.49964
5.026216,14.72755,13.86036
6.028881,14.82519,13.02077
7.031987,14.04946,12.50993
8.034406,13.21838,12.00112
9.036621,12.90581,11.69406
10.03918,12.9917,11.76852
11.04132,12.89831,12.30099
12.04398,12.19735,12.80869
13.04654,12.11914,12.7583
14.04886,12.06433,12.8138
15.05116,11.9029,13.5834
16.05309,12.00615,13.9203
17.05577,11.40846,14.70101
18.05796,10.94476,15.53893
19.06027,10.26997,16.30237
20.06273,9.425117,16.75358
21.06546,8.497519,16.41943
22.06791,8.046599,15.59892
23.07042,7.802017,14.66033
24.0716,7.927241,14.17953
25.07472,7.927241,14.17953
26.07718,7.918289,14.18297
27.07974,7.914923,14.18427
28.08284,7.629924,14.02964
29.08536,7.198392,13.20367
30.08705,6.597005,12.45643
31.08919,6.175776,11.56162
32.0916,5.823061,10.69277
33.09382,5.240735,9.887827
34.09653,4.374089,9.521756
35.09883,3.877189,9.442369
36.1009,3.252821,10.10776
37.10352,2.82095,10.98887
38.10603,2.782622,11.93394
39.1079,2.409889,12.78502
40.11043,1.964637,13.67097
41.11279,1.421354,13.53333
42.11552,0.9931068,13.05418
43.11774,0.4807419,12.39824
43.45166,0.6100219,12.06409,Survived
